ID,中文动作,英文动作,类别,来源关系,元动作ID,道具ID,定位,来源,链接,演示范围,说明,成功判据建议,新增演示与定位
I29,可见纹理改变下重定向,Reorientation with appearance variation,inhand,extension,P10;P18;P19,cube,本库扩展；原文支持任务族 / 元动作，未声称为原论文独立任务,ViserDex: Visual Sim-to-Real for Robust Dexterous In-hand Reorientation;Classifying Human Manipulation Behavior,https://rffr.leggedrobotics.com/works/viserdex/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,可见纹理改变下重定向。固定手掌参考系，显式记录初始物体位姿和目标 / 路径。,运动主要来自手指；记录接触切换、轨迹误差与掉落。建议目标保持 1 s；这是本库默认值。,[]
I30,不同质量下持续旋转,Rotation across masses,inhand,extension,P10;P18;P31,cylinder;weight,本库扩展；原文支持任务族 / 元动作，未声称为原论文独立任务,In-Hand Object Rotation via Rapid Motor Adaptation;Classifying Human Manipulation Behavior,https://haozhi.io/hora/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,不同质量下持续旋转。固定手掌参考系，显式记录初始物体位姿和目标 / 路径。,运动主要来自手指；记录接触切换、轨迹误差与掉落。建议目标保持 1 s；这是本库默认值。,[]
T01,方块拾取并放入杯中,Cube picking,transfer,direct,P08;P09;P11;P16;P15,cube;cup,Cube Picking,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation,https://dex-umi.github.io/,对应原图或官方任务族演示；详见素材说明,拾取桌上 2.5 cm 方块并放到杯中。,方块进入杯中，释放后保持；记录途中掉落。,[]
T02,桌面物体拾取并举起,Tabletop pick-up,transfer,direct,P08;P09;P10;P16,bottle,Data Collection and Annotation,DexYCB: A Benchmark for Capturing Hand Grasping of Objects,https://dex-ycb.github.io/,项目总览参考，未定位该动作片段,从自然手姿开始，拾取桌面目标并举起。,目标离开桌面且保持稳定；标记接触和离桌帧。,[]
U01,镊子夹取茶叶,Tea picking with tool,tool,direct,P10;P26;P16;P15,tweezers;tea;cup,Tea Picking with Tool,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation,https://dex-umi.github.io/,对应原图或官方任务族演示；详见素材说明,拿起镊子，将茶叶从茶壶转移到杯中。,夹住目标并放入指定容器；区分工具握持失败与夹口驱动失败。,[]
U02,旋转炉具旋钮,Turn off stove knob,tool,adapted,P11;P25,knob,Kitchen Manipulation · step 1,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation,https://dex-umi.github.io/,对应原图或官方任务族演示；详见素材说明,以无热源旋钮板复现拧到目标角的子动作。,旋钮到目标角，底座保持固定。,[]
T03,锅具从台面转移,Transfer a pan,transfer,adapted,P10;P16;P15,pan,Kitchen Manipulation · step 2,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation,https://dex-umi.github.io/,对应原图或官方任务族演示；详见素材说明,以侧面接触抓起冷态轻质锅具并转移。,锅具到目标区域，过程中不倾覆或滑落。,[]
U03,捏取颗粒,Pinch seasoning,tool,adapted,P09;P12;P31,salt,Kitchen Manipulation · step 3,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation,https://dex-umi.github.io/,对应原图或官方任务族演示；详见素材说明,手指接触颗粒后闭合，捏起一小撮。,可见颗粒被稳定带离容器；触觉记录用于验证接触。,[]
U04,控制颗粒撒落,Sprinkle seasoning,tool,adapted,P15;P31,salt;pan,Kitchen Manipulation · step 4,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation,https://dex-umi.github.io/,对应原图或官方任务族演示；详见素材说明,在目标区域上方逐步释放颗粒。,释放时机与落点被记录，区分均匀撒落和一次掉落。,[]
U05,鸡蛋盒按压与抬扣,Open egg carton,tool,direct,P23;P24;P26,carton,Egg Carton,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation,https://dex-umi.github.io/,对应原图或官方任务族演示；详见素材说明,四指压住上盖，拇指抬起前部卡扣。,卡扣分离且上盖可打开；标记稳定手指和活动拇指。,[]
U06,三脚架抓开瓶盖,Open bottle with tripod grasp,tool,direct,P11;P25,bottle,官方动作图 Exercise C21,Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://ninapro.hevs.ch/instructions/DB1.html,对应原图或官方任务族演示；详见素材说明,按原图形成三脚架抓，旋转瓶盖。,瓶盖发生相对瓶身旋转；底座固定方式单独记录。,[]
U07,杆状抓使用螺丝刀,Turn a screw,tool,direct,P14;P25;P26,screw,官方动作图 Exercise C22,Electromyography data for non-invasive naturally-controlled robotic hand prostheses;TeleDexter: Towards Human-level Dexterous Teleoperation,https://ninapro.hevs.ch/instructions/DB1.html;https://bigai-dex.github.io/blog/teledexter/,对应原图或官方任务族演示；详见素材说明,抓住螺丝刀并转动练习螺丝。,工具与螺丝有效啮合并产生转角。,"[{""source"": ""TELEDEXTER"", ""media"": ""td_screwdriver"", ""label"": ""TeleDexter · 螺丝刀完整使用链"", ""locator"": ""Full Task Teleoperation / 螺丝刀完整使用链 / 第 1 次演示。"", ""scope"": ""完整遥操作链中的紧固阶段；原 NinaPro 动作图仍保留。"", ""relation"": ""完整录像中的子步骤"", ""props"": []}]"
U08,食指伸展抓切割,Cut with index-extension grasp,tool,direct,P10;P23;P26,knife;paper,官方动作图 Exercise C23,Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://ninapro.hevs.ch/instructions/DB1.html,对应原图或官方任务族演示；详见素材说明,原任务是持刀切割。本库建议用钝头训练工具及软材料先做采集预试。,目标材料状态改变，工具握持姿态可辨。,[]
B01,双手剪刀开合,Bimanual scissors articulation,bimanual,direct,P27;P26;P25,scissors,项目摘要：scissors,ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation,https://arctic.is.tue.mpg.de/,对应原图或官方任务族演示；详见素材说明,一手稳定物体或手柄，另一手驱动剪刀开合。,剪刀关节角变化与手指接触同步。,[]
B02,双手笔记本开合,Bimanual laptop articulation,bimanual,direct,P27;P25,laptop,项目摘要：laptops,ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation,https://arctic.is.tue.mpg.de/,对应原图或官方任务族演示；详见素材说明,一手稳定底座，另一手操作上盖。,底座稳定、上盖达到指定角度；记录换手。,[]
B03,双手书本合盖,Notebook closing,bimanual,direct,P27;P25,book,项目页：Notebook task,DexMachina: Functional Retargeting for Bimanual Dexterous Manipulation,https://project-dexmachina.github.io/,对应原图或官方任务族演示；详见素材说明,分配稳定和合盖角色，允许手型改变操作策略。,书本合盖且无悬空驱动物体的现象。,[]
T04,平薄卡片从桌面捏起,Flat card pickup,transfer,extension,P08;P12;P16,card,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,平薄卡片从桌面捏起。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T05,硬币从桌面捏起,Coin pickup,transfer,extension,P08;P12;P16,coin,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,硬币从桌面捏起。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T06,球体拾取并放置,Sphere pick and place,transfer,extension,P08;P11;P16;P15,sphere,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,球体拾取并放置。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T07,圆柱拾取并放置,Cylinder pick and place,transfer,extension,P08;P14;P16;P15,cylinder,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,圆柱拾取并放置。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T08,杯柄钩取,Cup handle pickup,transfer,extension,P08;P10;P16,cup,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,杯柄钩取。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T09,杯沿精密夹取,Cup rim pickup,transfer,extension,P08;P11;P16,cup,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,杯沿精密夹取。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T10,薄片边缘夹取,Edge pickup,transfer,extension,P08;P13;P16,card,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,薄片边缘夹取。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T11,物体垂直堆叠,Block stacking,transfer,extension,P10;P16;P15,cube,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,物体垂直堆叠。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T12,受限空间拾取,Constrained pickup,transfer,extension,P08;P09;P11,cube;box,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,受限空间拾取。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T13,有遮挡目标拾取,Occluded target pickup,transfer,extension,P08;P09;P11,cube;bottle,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,有遮挡目标拾取。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T14,横放笔拾取,Horizontal pen pickup,transfer,extension,P08;P11;P16,pen,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,横放笔拾取。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T15,物体移到标记区域,Object relocation,transfer,extension,P10;P16;P15,cube,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,物体移到标记区域。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T16,持物改变腕方向,Transport with wrist rotation,transfer,extension,P10;P07;P16,bottle,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,持物改变腕方向。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T17,细长物水平搬运,Horizontal rod transport,transfer,extension,P10;P16,pen,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,细长物水平搬运。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T18,抓取后精准回放,Pick and return,transfer,extension,P08;P10;P16;P15,prism,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,抓取后精准回放。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T19,放置后脱离接触,Controlled release,transfer,extension,P15;P16,cube,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,放置后脱离接触。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
T20,预成形开度适配,Aperture preshaping,transfer,extension,P08;P03,sphere;cylinder,本库采集方案扩展；来源提供分解框架或相近任务,DexYCB: A Benchmark for Capturing Hand Grasping of Objects;Classifying Human Manipulation Behavior,https://dex-ycb.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,预成形开度适配。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U09,按下按钮,Button press,tool,extension,P23,button,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,按下按钮。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U10,拨动开关,Toggle switch,tool,extension,P23;P24,button,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,拨动开关。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U11,食指驱动扳机,Index trigger pull,tool,extension,P10;P26,button,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,食指驱动扳机。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U12,拇指按压顶部泵头,Thumb pump press,tool,extension,P10;P23,bottle,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,拇指按压顶部泵头。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U13,旋钮转到刻度,Knob target angle,tool,extension,P11;P25,knob,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,旋钮转到刻度。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U14,钥匙插入练习锁,Key insertion,tool,extension,P13;P17,key,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,钥匙插入练习锁。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U15,钥匙转动,Key turning,tool,extension,P13;P25,key,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,钥匙转动。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U16,钥匙拔出,Key extraction,tool,extension,P13;P24,key,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,钥匙拔出。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U17,插销对孔并插入,Peg insertion,tool,direct,P10;P17;P18;P20;P36,peg;fmb_double;fmb_star,Watch Play2Perfect in Slow Speed / Tight Insertion；网站播放器可调速。,What Matters in Dexterous Play Pretraining for Precise Assembly?;ADEPT: Accelerating Dexterity via Pre-Training and Post-Training using Reinforcement Learning;Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://play2perfect.github.io/;https://adept-dexterity.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,紧配插入任务的实机演示；双叉 / 星形 FMB 插销在下方切换。,对准配合形状并推进插销。紧配插入、方圆双叉和星形插销作为几何条件；同一动作 ID 下保留各自演示。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,"[{""source"": ""PLAY2PERFECT"", ""media"": ""p2_tight"", ""label"": ""Play2Perfect · 紧配插入"", ""locator"": ""Watch Play2Perfect in Slow Speed / Tight Insertion；网站播放器可调速。"", ""scope"": ""Watch Play2Perfect in Slow Speed / Tight Insertion；网站播放器可调速。"", ""relation"": ""对应任务 / 条件"", ""props"": [""peg""]}, {""source"": ""ADEPT"", ""media"": ""ad_fmb"", ""label"": ""ADEPT · 双叉 FMB 插销"", ""locator"": ""Rollout gallery / Real / FMB insertion / KUKA–Allegro / Vision-based insert。"", ""scope"": ""Rollout gallery / Real / FMB insertion / KUKA–Allegro / Vision-based insert。"", ""relation"": ""对应任务 / 条件"", ""props"": [""fmb_double""]}, {""source"": ""ADEPT"", ""media"": ""ad_star"", ""label"": ""ADEPT · 星形插销"", ""locator"": ""Rollout gallery / Real / KUKA–Allegro / Star peg。"", ""scope"": ""Rollout gallery / Real / KUKA–Allegro / Star peg。"", ""relation"": ""对应任务 / 条件"", ""props"": [""fmb_star""]}, {""source"": ""ADEPT"", ""media"": ""ad_touch"", ""label"": ""ADEPT · 视触觉 FMB 插入"", ""locator"": ""Rollout gallery / Real / Flexiv–Sharpa / Visuo-tactile insert。"", ""scope"": ""Rollout gallery / Real / Flexiv–Sharpa / Visuo-tactile insert。"", ""relation"": ""对应任务 / 条件"", ""props"": [""fmb_double""]}]"
U18,插销拔出,Peg extraction,tool,extension,P11;P24,peg,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,插销拔出。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U19,卡片插槽,Card insertion,tool,extension,P13;P17,card;box,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,卡片插槽。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U20,卡片抽出,Card extraction,tool,extension,P13;P24,card;box,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,卡片抽出。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U21,圆环套杆,Ring placement,tool,extension,P11;P17,ring,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,圆环套杆。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U22,旋紧瓶盖,Screw cap tightening,tool,extension,P11;P25,bottle,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,旋紧瓶盖。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U23,旋松瓶盖,Screw cap loosening,tool,extension,P11;P25,bottle,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,旋松瓶盖。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U24,书写短线,Writing strokes,tool,extension,P11;P17;P23,pen;paper,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,书写短线。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U25,笔帽拔开,Pen uncapping,tool,extension,P10;P24,pen,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,笔帽拔开。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U26,笔帽扣合,Pen capping,tool,extension,P10;P23,pen,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,笔帽扣合。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U27,夹子夹持纸张,Clip actuation,tool,extension,P10;P26,tweezers;paper,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,夹子夹持纸张。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U28,抽屉钩拉,Drawer pull,tool,extension,P10;P24,drawer,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,抽屉钩拉。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
